idno,name,year,date_from,date_to,cadre,training_name
01MP037800,Shri Prabhanshu Kamal,2013,16/09/2013,18/10/2013,Madhya Pradesh,7th Round MCT Phase 5
01MP038000,Shri Iqbal Singh Bains,2013,16/09/2013,18/10/2013,Madhya Pradesh,7th Round MCT Phase 5
01MP038200,Shri Kishore Kumar Singh,2013,16/09/2013,18/10/2013,Madhya Pradesh,7th Round MCT Phase 5
01MP038500,Shri Vinod Chandra Semwal,2013,16/09/2013,18/10/2013,Madhya Pradesh,7th Round MCT Phase 5
01MP038501,Shri Mahesh Kumar Singh,2013,16/09/2013,18/10/2013,Madhya Pradesh,7th Round MCT Phase 5
01MP042700,Dr. Manoj Govil,2010,04/10/2010,26/11/2010,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01MP042800,Shri Ashok Kumar Barnwal,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP042900,Shri Pramod Agrawal,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP043001,Shri Manu Shrivastava,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP043019,Shri M K Varshney,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP043017,Shri Satish Chandra Mishra,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP043024,Ms. Sudha Choudhary,2007,21/04/2007,25/05/2007,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MP043100,Shri Pankaj Agrawal,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043200,Shri Kailash Chand Gupta,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043300,Shri Ashish Srivastava,2009,01/06/2009,24/07/2009,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MP043400,Ms. Smita Subhashchandra Gate,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043600,Shri V L Kantha Rao,2009,01/06/2009,24/07/2009,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MP043601,Ms. Kalpana Srivastava,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043602,Ms. Neelam Shammi Rao,2009,01/06/2009,24/07/2009,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MP043613,Ms. Seema Sharma,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043700,Shri Neeraj Mandloi,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP043701,Shri Aniruddhe Mukherjee,2010,04/10/2010,26/11/2010,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01MP043800,Shri Sanjay Dubey,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044100,Dr. Manohar Agnani,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044201,Ms. Dipti Gaur,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044300,Shri Vivek Aggarwal,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044401,Ms. Dipali Rastogi,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044500,Shri Sanjay Kumar Shukla,2012,30/04/2012,22/06/2012,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044600,Shri Hari Ranjan Rao,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044700,Shri Manish Rastogi,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044701,Shri Sheo Shekhar Shukla,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044723,Dr.(Ms.) Veena Ghaneker,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044725,Shri Chandrahas Dubey,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044726,Shri S K Pal,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044727,Shri Arun Kochar,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044729,Shri J N Malpani,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP044731,Ms. Suraj Damor,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045000,Ms. Rashmi Arun Shami,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045200,Shri Sachin Sinha,2008,21/04/2008,11/06/2008,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MP045213,Shri D P Ahirwar,2008,21/04/2008,11/06/2008,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MP045215,Shri Manish Kumar Srivastava,2011,18/04/2011,10/06/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045217,Shri Dwarka Das Agrawal,2008,21/04/2008,11/06/2008,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MP045218,Shri Raj Kumar Mathur,2008,21/04/2008,11/06/2008,Madhya Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MP045300,Shri Amit Rathore,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045400,Shri Davindra Pal Ahuja,2014,23/06/2014,14/08/2014,Madhya Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01MP045600,Shri Nitesh Kumar Vyas,2014,23/06/2014,14/08/2014,Madhya Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01MP045700,Shri Sanjeev Kumar Jha,2013,01/07/2013,23/08/2013,Madhya Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MP045800,Shri Uma Kant Umrao,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045801,Ms. C. E. K. Deshmukh,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045811,Shri Ajatshatru Srivastava,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP045900,Shri Manish Singh,2013,01/07/2013,23/08/2013,Madhya Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MP046300,Shri Sukh Veer Singh,2014,23/06/2014,14/08/2014,Madhya Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01MP046400,Shri Gulshan Bamra,2014,23/06/2014,14/08/2014,Madhya Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01MP046414,Shri Ram Avtar Khandelwal,2011,22/08/2011,14/10/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP046417,Shri Vinod Singh Baghel,2012,30/04/2012,22/06/2012,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase IV
01MP046500,Shri Akash Tripathi,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046600,Shri Mukesh Chand Gupta,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046601,Shri Nikunj Kumar Srivastava,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046611,Shri Kamta Prasad Rahi,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046614,Ms. Smt. Pushpalata Singh,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046614,Ms. Smt. Pushpalata Singh,2013,01/07/2013,23/08/2013,Madhya Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MP046615,Shri Shyam Sundar Bansal,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046617,Shri Rajesh Prasad Mishra,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046618,Ms. Smt. Urmila Mishra,2007,16/06/2007,08/08/2007,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MP046618,Ms. Smt. Urmila Mishra,2013,01/07/2013,23/08/2013,Madhya Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MP047000,Shri Pawan Kumar Sharma,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047200,Dr. E Ramesh Kumar,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047211,Shri Kedar Lal Sharma,2013,29/04/2013,21/06/2013,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP047213,Shri S Suhail Ali,2011,20/06/2011,12/08/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP047215,Ms. Shashi Karnawat,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047301,Ms. Sonali Ponkshe Vayangankar,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047400,Shri Shobhit Jain,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047300,Shri Vivek Kumar Porwal,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047600,Shri Sandeep Yadav,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047700,Dr. Navneet Mohan Kothari,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP047900,Shri Ajeet Kumar,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP048000,Shri M Selvendran,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP048100,Shri Borkar Chandrashekhar,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP048600,Shri John Kingsly A R,2012,02/07/2012,24/08/2012,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP807001,Ms. Rajni Uikey,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP807004,Ms. Sunita Tripathi,2011,20/06/2011,12/08/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP807005,Shri Manohar Lal Dubey,2013,29/04/2013,21/06/2013,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP807006,Ms. Renu Pant,2013,29/04/2013,21/06/2013,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP808002,Shri Ashok Kumar Singh,2010,07/06/2010,30/07/2010,Madhya Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MP808004,Ms. Renu Tiwari,2011,20/06/2011,12/08/2011,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MP88A022,Shri Rajneesh K. Shrivastava,2013,29/04/2013,21/06/2013,Madhya Pradesh,Mid Career Programme for IAS Officers - Phase III
01MT007600,Shri P C Lawmkunga,2007,01/01/2007,25/01/2007,Manipur Tripura,MIC Career Programme for IAS Officers - Phase V
01MT007800,Shri Sanjay Kumar Panda,2008,06/01/2008,01/02/2008,Manipur Tripura,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01MT008000,Shri Pravin Srivastava,2008,06/01/2008,01/02/2008,Manipur Tripura,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01MT008600,Shri Ameising Luikham,2009,05/01/2009,30/01/2009,Manipur Tripura,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01MT008700,Shri Ajay Narayan Jha,2010,12/12/2010,14/01/2011,Manipur Tripura,Mid Career Programme for IAS Officers- Phase V
01MT008800,Shri Vinod Kumar Thakral,2010,12/12/2010,14/01/2011,Manipur Tripura,Mid Career Programme for IAS Officers- Phase V
01MT009200,Shri Rajani Ranjan Rashmi,2011,09/10/2011,11/11/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase V
01MT009700,Dr. Nikhilesh Jha,2012,01/10/2012,02/11/2012,Manipur Tripura,6th round of Phase-V  of the MCTP for IAS officers (2012)
01MT009800,Dr. Yashpal Singh,2012,01/10/2012,02/11/2012,Manipur Tripura,6th round of Phase-V  of the MCTP for IAS officers (2012)
01MT009900,Shri Oinam Nabakishore Singh,2012,01/10/2012,02/11/2012,Manipur Tripura,6th round of Phase-V  of the MCTP for IAS officers (2012)
01MT014600,Shri Paulunthang Vaiphei,2007,21/04/2007,25/05/2007,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01MT014700,Shri Shashi Ranjan Kumar,2009,01/06/2009,24/07/2009,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MT014800,Shri Rakesh Ranjan,2009,01/06/2009,24/07/2009,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MT014900,Shri Barun Kumar Sahu,2009,01/06/2009,24/07/2009,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MT015000,Shri Sriram Taranikanti,2009,01/06/2009,24/07/2009,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MT015200,Shri Vumlunmang Vualnam,2009,01/06/2009,24/07/2009,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01MT015700,Shri Prashant Kumar Singh,2011,22/08/2011,14/10/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase IV
01MT015800,Shri Vivek Kumar Dewangan,2012,30/04/2012,22/06/2012,Manipur Tripura,Mid Career Programme for IAS Officers - Phase IV
01MT015900,Shri Rajesh Agarwal,2012,30/04/2012,22/06/2012,Manipur Tripura,Mid Career Programme for IAS Officers - Phase IV
01MT016115,Shri Norbert Disinang,2012,30/04/2012,22/06/2012,Manipur Tripura,Mid Career Programme for IAS Officers - Phase IV
01MT016800,Shri Thaithuilung Panmei,2008,21/04/2008,11/06/2008,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MT016815,Shri T Sitlhou,2008,21/04/2008,11/06/2008,Manipur Tripura,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01MT016900,Shri Jitendra Kumar Sinha,2012,30/04/2012,22/06/2012,Manipur Tripura,Mid Career Programme for IAS Officers - Phase IV
01MT017000,Shri Yatendra Kumar,2013,01/07/2013,23/08/2013,Manipur Tripura,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MT017011,Shri Laihlia Darlong,2013,01/07/2013,23/08/2013,Manipur Tripura,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MT017300,Shri Shantanu,2013,01/07/2013,23/08/2013,Manipur Tripura,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MT017500,Shri Puneet Agarwal,2007,16/06/2007,08/08/2007,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01MT017500,Shri Puneet Agarwal,2013,01/07/2013,23/08/2013,Manipur Tripura,8th Round of Phase-IV Mid Career Programme for IAS Officers
01MT017900,Shri Raj Kumar Dinesh Singh,2008,16/06/2008,08/08/2008,Manipur Tripura,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01MT017800,Shri Arun Kumar Sinha,2010,07/06/2010,30/07/2010,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01MT017800,Shri Arun Kumar Sinha,2014,23/06/2014,14/08/2014,Manipur Tripura,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01MT018100,Dr. Prem Singh,2009,29/06/2009,21/08/2009,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01MT018200,Ms. Nidhi Mani Tripathi,2011,20/06/2011,12/08/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT018700,Shri Mohan Lal Meena,2011,20/06/2011,12/08/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT019100,Shri Pankaj Kumar Pal,2011,20/06/2011,12/08/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT019700,Shri Sumant Singh,2013,29/04/2013,21/06/2013,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT020200,Shri N Ashok Kumar,2012,02/07/2012,24/08/2012,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT020400,Shri Devesh Deval,2013,29/04/2013,21/06/2013,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT020500,Ms. Jacintha Lazarus,2013,29/04/2013,21/06/2013,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT807101,Shri H. Deleep Singh,2009,29/06/2009,21/08/2009,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01MT807102,Shri M. Lakshmikumar Singh,2009,29/06/2009,21/08/2009,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01MT807103,Shri K. Radhakumar Singh,2009,29/06/2009,21/08/2009,Manipur Tripura,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01MT809102,Shri Jason Shimray,2011,20/06/2011,12/08/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT809101,Shri Th. Chittaranjan Singh,2011,20/06/2011,12/08/2011,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT810510,Shri M. Harekrishna,2013,29/04/2013,21/06/2013,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01MT810511,Shri M. Joy Singh,2013,29/04/2013,21/06/2013,Manipur Tripura,Mid Career Programme for IAS Officers - Phase III
01NL003500,Shri C J Ponraj,2010,12/12/2010,14/01/2011,Nagaland,Mid Career Programme for IAS Officers- Phase V
01NL004900,Shri Jan-E- Alam,2007,21/04/2007,25/05/2007,Nagaland,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01NL005000,Shri Senti Yanger Imchen,2007,21/04/2007,25/05/2007,Nagaland,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01NL005100,Shri Sanjay Kumar,2011,18/04/2011,10/06/2011,Nagaland,Mid Career Programme for IAS Officers - Phase IV
01NL005200,Shri Amardeep Singh Bhatia,2011,18/04/2011,10/06/2011,Nagaland,Mid Career Programme for IAS Officers - Phase IV
01NL005300,Shri Piyush Goyal,2013,01/07/2013,23/08/2013,Nagaland,8th Round of Phase-IV Mid Career Programme for IAS Officers
01NL005311,Shri Imkonglemba Ao,2013,01/07/2013,23/08/2013,Nagaland,8th Round of Phase-IV Mid Career Programme for IAS Officers
01NL005400,Shri Abhishek Singh,2008,21/04/2008,11/06/2008,Nagaland,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01NL005500,Shri V Shashank Shekhar,2013,01/07/2013,23/08/2013,Nagaland,8th Round of Phase-IV Mid Career Programme for IAS Officers
01NL005700,Shri R Ramakrishnan,2007,16/06/2007,08/08/2007,Nagaland,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01NL005900,Shri Abhijit Sinha,2008,16/06/2008,08/08/2008,Nagaland,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01NL006000,Dr.(Ms.) Anu Aggarwal,2009,29/06/2009,21/08/2009,Nagaland,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01NL006300,Shri Dinesh Kumar,2013,29/04/2013,21/06/2013,Nagaland,Mid Career Programme for IAS Officers - Phase III
01NL805001,Shri M Patton,2008,16/06/2008,08/08/2008,Nagaland,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR019100,Dr. Hrusikesh Panda,2007,01/01/2007,25/01/2007,Orissa,MIC Career Programme for IAS Officers - Phase V
01OR019200,Shri Nilanjan Sanyal,2007,01/01/2007,25/01/2007,Orissa,MIC Career Programme for IAS Officers - Phase V
01OR019300,Shri Jugal Kishore Mohapatra,2007,01/01/2007,25/01/2007,Orissa,MIC Career Programme for IAS Officers - Phase V
01OR019400,Shri G Mohan Kumar,2007,01/01/2007,25/01/2007,Orissa,MIC Career Programme for IAS Officers - Phase V
01OR019507,Ms. Vandana Kumari Jena,2007,01/01/2007,25/01/2007,Orissa,MIC Career Programme for IAS Officers - Phase V
01OR019600,Shri Sudarsanam Srinivasan,2008,06/01/2008,01/02/2008,Orissa,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01OR019801,Ms. Anita Agnihotri,2008,06/01/2008,01/02/2008,Orissa,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01OR019900,Shri Ashok Kumar Tripathy,2009,05/01/2009,30/01/2009,Orissa,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01OR020100,Shri Ranglal Jamuda,2009,05/01/2009,30/01/2009,Orissa,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01OR020400,Shri M Rajamani,2010,12/12/2010,14/01/2011,Orissa,Mid Career Programme for IAS Officers- Phase V
01OR020500,Shri Aditya Prasad Padhi,2011,09/10/2011,11/11/2011,Orissa,Mid Career Programme for IAS Officers - Phase V
01OR020800,Dr. Dr. Taradatt,2010,12/12/2010,14/01/2011,Orissa,Mid Career Programme for IAS Officers- Phase V
01OR020900,Shri Injeti Srinivas,2012,01/10/2012,02/11/2012,Orissa,6th round of Phase-V  of the MCTP for IAS officers (2012)
01OR021100,Shri Upendra Nath Behera,2011,09/10/2011,11/11/2011,Orissa,Mid Career Programme for IAS Officers - Phase V
01OR021400,Dr. Arun Kumar Panda,2012,01/10/2012,02/11/2012,Orissa,6th round of Phase-V  of the MCTP for IAS officers (2012)
01OR021500,Shri Ashok M R Dalawai,2013,16/09/2013,18/10/2013,Orissa,7th Round MCT Phase 5
01OR021700,Dr. Sunil Kumar Bhargava,2013,16/09/2013,18/10/2013,Orissa,7th Round MCT Phase 5
01OR021600,Shri R Balakrishnan,2012,01/10/2012,02/11/2012,Orissa,6th round of Phase-V  of the MCTP for IAS officers (2012)
01OR021900,Shri Upendra Prasad Singh,2013,16/09/2013,18/10/2013,Orissa,7th Round MCT Phase 5
01OR022000,Shri Sangram Keshari Mishra,2013,16/09/2013,18/10/2013,Orissa,7th Round MCT Phase 5
01OR022200,Shri Surendra Nath Tripathi,2013,16/09/2013,18/10/2013,Orissa,7th Round MCT Phase 5
01OR024600,Ms. Anu Garg,2009,01/06/2009,24/07/2009,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01OR024700,Shri Sanjay Rastogi,2007,21/04/2007,25/05/2007,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01OR024800,Shri Satya Brata Sahu,2007,21/04/2007,25/05/2007,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01OR024900,Shri Madhu Sudan Padhi,2007,21/04/2007,25/05/2007,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01OR025000,Shri Vijay Arora,2007,21/04/2007,25/05/2007,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01OR025001,Shri Saurabh Garg,2009,01/06/2009,24/07/2009,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01OR025100,Dr. Chandra Shekhar Kumar,2011,18/04/2011,10/06/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025300,Shri Deoranjan Kumar Singh,2011,18/04/2011,10/06/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025400,Shri Nikunja Bihari Dhal,2011,18/04/2011,10/06/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025500,Shri A. K. Kaluaram Meena,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025600,Shri Surendra Kumar,2011,22/08/2011,14/10/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025700,Dr. Santosh Kumar Sarangi,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025801,Ms. Ranjana Chopra,2011,18/04/2011,10/06/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR025900,Ms. Aparajita Sarangi,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR026000,Shri G Mathi Vathanan,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR026200,Shri Hemant Sharma,2008,21/04/2008,11/06/2008,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01OR026300,Ms. Chithra Arumugam,2008,21/04/2008,11/06/2008,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01OR026400,Shri Bishnupada Sethi,2008,21/04/2008,11/06/2008,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01OR026401,Shri Sushil Kumar Lohani,2008,21/04/2008,11/06/2008,Orissa,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01OR026500,Shri Arabinda Kr Padhee,2011,22/08/2011,14/10/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR026600,Shri Saswata Mishra,2011,22/08/2011,14/10/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR026700,Shri Vir Vikram Yadav,2013,01/07/2013,23/08/2013,Orissa,8th Round of Phase-IV Mid Career Programme for IAS Officers
01OR026801,Ms. Usha Padhee,2011,22/08/2011,14/10/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
